,user,numlogonDay,numlogonNight,numlogoffDay,numlogoffNight,numPClogonDay,numPClogonNight,numPClogoffDay,numPClogoffNight,onoffNotsameDay,onoffNotsameNight
988,DDG0528,273,356,356,0,1,1,1,0,83,356
989,DDG1703,0,356,0,356,0,1,0,1,0,0
990,DDG1822,0,356,0,356,0,1,0,1,0,0
991,DDH1041,266,356,0,356,1,1,0,1,266,0
992,DDL3007,0,356,0,356,0,1,0,1,0,0
993,DDS3149,0,356,193,163,0,1,1,1,193,193
994,DDW3361,0,356,0,356,0,1,0,1,0,0
995,DEF0998,281,356,356,0,1,1,1,0,75,356
996,DEL0913,0,356,188,168,0,1,1,1,188,188
997,DEN0236,0,356,356,0,0,1,1,0,356,356
998,DEP0163,364,388,93,388,83,32,81,33,271,0
999,DER0400,0,356,0,356,0,1,0,1,0,0
1000,DER2162,110,370,473,7,101,14,109,7,363,363
1001,DEY2638,0,356,179,177,0,1,1,1,179,179
1002,DFC2060,0,529,0,529,0,1,0,1,0,0
1003,DFC3287,0,356,0,356,0,1,0,1,0,0
1004,DFH1681,0,356,0,356,0,1,0,1,0,0
1005,DFM2933,296,358,216,160,19,3,21,1,80,198
1006,DFP3615,331,366,408,8,49,11,51,8,77,358
1007,DFW1467,0,356,356,0,0,1,1,0,356,356
1008,DGE3194,0,257,257,0,0,1,1,0,257,257
1009,DGG3429,34,336,65,305,31,11,35,8,31,31
1010,DGH3295,0,356,0,356,0,1,0,1,0,0
1011,DGN3358,16,414,17,413,16,3,17,2,1,1
1012,DGQ3744,3,387,5,386,3,23,5,21,2,1
1013,DGS1079,277,356,0,356,1,1,0,1,277,0
1014,DHB2364,0,356,0,356,0,1,0,1,0,0
1015,DHC1989,0,356,0,356,0,1,0,1,0,0
1016,DHG0533,326,359,407,3,49,4,49,3,81,356
1017,DHG0962,307,356,377,0,20,1,20,0,70,356
1018,DHG1830,357,368,70,372,67,13,63,16,287,4
1019,DHK0367,3,370,181,192,3,9,4,9,178,178
1020,DHL2219,273,360,0,356,1,1,0,1,273,4
1021,DHM1476,0,356,356,0,0,1,1,0,356,356
1022,DHR2541,275,356,0,356,1,1,0,1,275,0
1023,DHS2419,363,457,447,90,81,39,85,35,84,367
1024,DIA0731,21,335,0,356,1,1,0,1,21,21
1025,DIP3310,281,356,0,356,1,1,0,1,281,0
1026,DIR3921,0,356,356,0,0,1,1,0,356,356
1027,DIW1749,0,356,191,165,0,1,1,1,191,191
1028,DJA0740,317,508,395,92,30,14,32,12,78,416
1029,DJB1236,156,192,12,191,12,7,12,6,144,1
1030,DJB2983,0,230,230,0,0,1,1,0,230,230
1031,DJC0073,0,356,0,356,0,1,0,1,0,0
1032,DJF0760,182,174,0,356,1,1,0,1,182,182
1033,DJF2329,348,382,76,372,61,27,64,24,272,10
1034,DJF2576,0,356,0,356,0,1,0,1,0,0
1035,DJF3394,462,171,0,356,1,1,0,1,462,185
1036,DJH0971,362,399,454,36,86,44,93,36,92,363
1037,DJH1506,298,394,366,39,11,1,11,1,68,355
1038,DJP2420,0,186,186,0,0,1,1,0,186,186
1039,DJP3230,0,356,0,356,0,1,0,1,0,0
1040,DJR2389,0,356,190,166,0,1,1,1,190,190
1041,DJS1127,285,590,365,165,1,1,1,1,80,425
1042,DJS1271,271,356,198,158,1,1,1,1,73,198
1043,DKB0260,51,410,51,410,45,55,44,54,0,0
1044,DKD2409,174,221,221,0,1,1,1,0,47,221
1045,DKE0797,0,356,0,356,0,1,0,1,0,0
1046,DKF2721,0,356,356,0,0,1,1,0,356,356
1047,DKM2980,0,356,356,0,0,1,1,0,356,356
1048,DKP0671,274,356,192,164,1,1,1,1,82,192
1049,DKR0027,2,354,0,356,1,1,0,1,2,2
1050,DKR0860,9,422,365,66,8,1,9,1,356,356
1051,DKS1509,0,356,356,0,0,1,1,0,356,356
1052,DKW1659,0,356,0,356,0,1,0,1,0,0
1053,DLC2903,0,356,0,356,0,1,0,1,0,0
1054,DLG2673,0,356,356,0,0,1,1,0,356,356
1055,DLM0608,0,356,190,166,0,1,1,1,190,190
1056,DLM1680,355,422,84,422,78,33,79,33,271,0
1057,DLM2440,372,1314,263,1140,87,851,80,857,109,174
1058,DLM2826,272,359,189,167,1,1,1,1,83,192
1059,DLP1445,187,169,0,356,1,1,0,1,187,187
1060,DLR1423,0,356,0,356,0,1,0,1,0,0
1061,DLW2729,0,333,0,333,0,1,0,1,0,0
1062,DMA3455,13,343,23,333,1,1,1,1,10,10
1063,DMB1429,375,378,99,375,89,23,91,20,276,3
1064,DMB2533,0,355,356,0,0,1,1,0,356,355
1065,DMC1438,0,356,0,356,0,1,0,1,0,0
1066,DMC1766,93,1318,446,965,90,840,88,841,353,353
1067,DMD0486,0,356,356,0,0,1,1,0,356,356
1068,DMG1298,0,356,196,160,0,1,1,1,196,196
1069,DMH0011,0,477,361,116,0,1,1,1,361,361
1070,DMH1232,289,363,16,362,15,8,15,7,273,1
1071,DMJ1815,0,356,0,356,0,1,0,1,0,0
1072,DMM2063,0,157,0,157,0,1,0,1,0,0
1073,DMR0336,0,356,0,356,0,1,0,1,0,0
1074,DMR2518,0,356,356,0,0,1,1,0,356,356
1075,DMS1977,241,277,0,296,1,1,0,1,241,19
1076,DMS3400,464,172,0,356,1,1,0,1,464,184
1077,DMW2128,297,361,372,3,15,6,16,3,75,358
1078,DNB1999,314,381,39,382,41,26,39,27,275,1
1079,DNB2574,0,436,0,436,0,1,0,1,0,0
1080,DNB3545,87,110,0,110,1,1,0,1,87,0
1081,DND3309,0,356,0,356,0,1,0,1,0,0
1082,DNH0308,0,356,356,0,0,1,1,0,356,356
1083,DNM0275,61,392,61,392,59,19,58,19,0,0
1084,DNM2823,281,356,0,356,1,1,0,1,281,0
1085,DNM3903,0,356,0,356,0,1,0,1,0,0
1086,DNN0488,0,356,0,356,0,1,0,1,0,0
1087,DNS1758,498,1719,570,1317,193,1064,191,1064,72,402
1088,DNS1768,376,1359,451,1007,98,855,95,859,75,352
1089,DNV1964,47,387,48,386,46,20,47,19,1,1
1090,DOB2696,0,356,356,0,0,1,1,0,356,356
1091,DOC1734,0,356,356,0,0,1,1,0,356,356
1092,DOM0586,0,50,0,50,0,1,0,1,0,0
1093,DOS1990,339,392,64,389,61,35,62,34,275,3
1094,DOT1898,0,281,281,0,0,1,1,0,281,281
1095,DOW1266,0,356,188,168,0,1,1,1,188,188
1096,DPC3722,277,360,0,356,1,1,0,1,277,4
1097,DPF3215,264,367,356,0,1,1,1,0,92,367
1098,DPF3360,0,35,0,35,0,1,0,1,0,0
1099,DPM2971,24,53,30,20,6,5,7,4,6,33
1100,DQS0752,0,356,356,0,0,1,1,0,356,356
1101,DRB0202,282,515,361,87,1,1,1,1,79,428
1102,DRB0756,187,169,0,356,1,1,0,1,187,187
1103,DRB1780,0,355,0,356,0,1,0,1,0,1
1104,DRC2296,285,386,356,32,1,1,1,1,71,354
1105,DRD0097,0,356,0,356,0,1,0,1,0,0
1106,DRF1498,353,520,437,88,62,20,67,15,84,432
1107,DRF3306,0,356,0,356,0,1,0,1,0,0
1108,DRF3992,0,356,0,356,0,1,0,1,0,0
1109,DRH3557,335,434,419,75,58,16,60,12,84,359
1110,DRJ0794,0,356,0,356,0,1,0,1,0,0
1111,DRK3644,0,247,0,247,0,1,0,1,0,0
1112,DRM2927,0,356,182,174,0,1,1,1,182,182
1113,DRN0782,0,363,0,363,0,1,0,1,0,0
1114,DRS0032,0,356,0,356,0,1,0,1,0,0
1115,DRW1207,274,356,0,356,1,1,0,1,274,0
1116,DSA3620,348,382,443,15,66,26,74,14,95,367
1117,DSB0245,47,372,245,174,46,17,51,12,198,198
1118,DSB0307,0,356,356,0,0,1,1,0,356,356
1119,DSB2463,356,0,0,356,1,0,0,1,356,356
1120,DSB2734,0,356,0,356,0,1,0,1,0,0
1121,DSC2208,0,356,0,356,0,1,0,1,0,0
1122,DSD1293,0,356,190,166,0,1,1,1,190,190
1123,DSF2557,0,356,0,356,0,1,0,1,0,0
1124,DSJ1384,280,356,356,0,1,1,1,0,76,356
1125,DSM1286,370,382,303,178,95,26,103,16,67,204
1126,DSM2400,0,356,185,171,0,1,1,1,185,185
1127,DSM3954,0,356,189,167,0,1,1,1,189,189
1128,DSN3186,272,356,356,0,1,1,1,0,84,356
1129,DSR3787,0,429,0,429,0,1,0,1,0,0
1130,DTA2223,290,356,356,0,1,1,1,0,66,356
1131,DTC2566,78,375,75,378,69,20,69,23,3,3
1132,DTG1294,306,450,206,262,19,8,22,5,100,188
1133,DTH1333,261,313,329,29,46,14,51,8,68,284
1134,DTL2891,354,424,66,426,62,5,60,7,288,2
1135,DTT1716,0,356,356,0,0,1,1,0,356,356
1136,DTU3804,283,452,0,412,1,1,0,1,283,40
1137,DTW1276,0,356,192,164,0,1,1,1,192,192
1138,DTW3549,0,356,0,356,0,1,0,1,0,0
1139,DWB0238,8,399,370,37,8,19,9,19,362,362
1140,DWB0865,0,355,356,0,0,1,1,0,356,355
1141,DWB3085,382,378,97,376,79,23,80,21,285,2
1142,DWB3415,0,356,0,356,0,1,0,1,0,0
1143,DWC2994,0,356,0,356,0,1,0,1,0,0
1144,DWD2621,356,0,0,356,1,0,0,1,356,356
1145,DWF2268,0,356,0,356,0,1,0,1,0,0
1146,DWK2099,303,332,31,325,1,1,1,1,272,7
1147,DWY3973,0,356,0,356,0,1,0,1,0,0
1148,DXM2433,107,1346,284,1169,107,898,101,904,177,177
1149,DYH0315,0,356,0,356,0,1,0,1,0,0
1150,DZG0889,381,399,109,395,98,11,101,7,272,4
1151,DZW0126,0,356,0,356,0,1,0,1,0,0
1152,EAB2522,0,356,356,0,0,1,1,0,356,356
1153,EAH1653,290,368,15,365,18,6,15,10,275,3
1154,EAH2882,0,355,0,356,0,1,0,1,0,1
1155,EAH3107,0,356,356,0,0,1,1,0,356,356
1156,EAH3550,0,356,0,356,0,1,0,1,0,0
1157,EAL3873,250,499,317,171,42,32,47,27,67,328
1158,EAM1432,276,356,0,356,1,1,0,1,276,0
1159,EAM3642,0,356,0,356,0,1,0,1,0,0
1160,EAP1555,0,356,0,356,0,1,0,1,0,0
1161,EBC3242,0,356,0,356,0,1,0,1,0,0
1162,EBD2562,352,379,63,378,61,24,61,23,289,1
1163,EBH1882,0,356,356,0,0,1,1,0,356,356
1164,EBS2201,386,375,459,16,90,20,92,16,73,359
1165,ECA0976,0,356,356,0,0,1,1,0,356,356
1166,ECA1221,0,356,0,356,0,1,0,1,0,0
1167,ECB1341,0,356,356,0,0,1,1,0,356,356
1168,ECB1683,5,456,5,456,5,22,5,22,0,0
1169,ECM3591,0,356,356,0,0,1,1,0,356,356
1170,ECS3353,105,374,104,375,93,18,93,19,1,1
1171,EDF2361,322,366,44,367,44,10,43,11,278,1
1172,EDJ1970,283,556,0,471,1,1,0,1,283,85
1173,EDP1880,0,356,356,0,0,1,1,0,356,356
1174,EDV1427,0,356,0,356,0,1,0,1,0,0
1175,EEC3193,303,360,377,3,20,5,21,3,74,357
1176,EEH0965,289,356,356,0,1,1,1,0,67,356
1177,EFC1153,0,356,356,0,0,1,1,0,356,356
1178,EFJ1685,0,356,0,356,0,1,0,1,0,0
1179,EGB3624,0,356,356,0,0,1,1,0,356,356
1180,EGC0931,363,374,451,13,84,17,87,12,88,361
1181,EGD3972,188,270,1,270,2,24,1,24,187,0
1182,EGG3374,0,356,0,356,0,1,0,1,0,0
1183,EGP2104,0,356,0,356,0,1,0,1,0,0
1184,EHB0942,0,373,356,17,0,1,1,1,356,356
1185,EHD0024,191,165,193,163,1,1,1,1,2,2
1186,EHD1744,79,96,48,51,4,2,4,2,31,45
1187,EHV1237,0,356,0,356,0,1,0,1,0,0
1188,EHW2450,0,356,356,0,0,1,1,0,356,356
1189,EID1076,184,236,0,236,1,1,0,1,184,0
1190,EIF1865,0,356,356,0,0,1,1,0,356,356
1191,EIH0064,356,0,0,356,1,0,0,1,356,356
1192,EIR1046,388,1423,103,1421,101,886,99,886,285,2
1193,EIY2749,0,356,0,356,0,1,0,1,0,0
1194,EJB1263,0,356,0,356,0,1,0,1,0,0
1195,EJG0833,1,357,1,357,1,2,1,2,0,0
1196,EJG1655,0,356,0,356,0,1,0,1,0,0
1197,EJH2799,287,369,4,371,7,14,4,16,283,2
1198,EJL1075,8,367,7,368,8,12,7,13,1,1
1199,EJM2690,261,360,0,356,1,1,0,1,261,4
1200,EJP2315,0,356,9,347,0,1,1,1,9,9
1201,EJP2975,314,554,387,114,22,23,23,22,73,440
1202,EJS1338,358,372,439,11,69,17,72,11,81,361
1203,EKB0825,0,356,0,356,0,1,0,1,0,0
1204,EKB3828,0,356,0,356,0,1,0,1,0,0
1205,EKC3706,105,361,465,1,93,6,98,1,360,360
1206,EKH0934,272,356,356,0,1,1,1,0,84,356
1207,EKH2084,313,358,218,163,24,3,25,2,95,195
1208,EKK0503,0,356,0,356,0,1,0,1,0,0
1209,EKM0863,0,356,356,0,0,1,1,0,356,356
1210,EKN3760,264,356,0,356,1,1,0,1,264,0
1211,EKS3724,266,417,0,413,1,1,0,1,266,4
1212,EKV3321,0,356,0,356,0,1,0,1,0,0
1213,ELB0033,317,520,29,457,31,15,29,16,288,63
1214,ELB3697,302,337,372,0,16,1,16,0,70,337
1215,ELC1833,0,356,0,356,0,1,0,1,0,0
1216,ELR1140,278,356,356,0,1,1,1,0,78,356
1217,ELW1413,342,444,82,439,69,19,68,19,260,5
1218,EMC2757,0,356,356,0,0,1,1,0,356,356
1219,EMC3609,0,356,356,0,0,1,1,0,356,356
1220,EMH1957,0,356,1,355,0,1,1,1,1,1
1221,EMK3809,317,561,35,507,30,11,34,6,282,54
1222,EMM3195,0,185,185,0,0,1,1,0,185,185
1223,EMO0159,0,356,356,0,0,1,1,0,356,356
1224,EMO2120,0,356,356,0,0,1,1,0,356,356
1225,EMR3880,0,402,0,402,0,1,0,1,0,0
1226,EMS1736,0,356,356,0,0,1,1,0,356,356
1227,ENH3969,164,201,8,203,11,6,8,8,156,2
1228,ENM2269,355,373,76,374,71,18,68,19,279,1
1229,ENR1304,279,356,198,158,1,1,1,1,81,198
1230,ENS1748,292,599,183,311,1,1,1,1,109,288
1231,EPC3889,268,356,0,356,1,1,0,1,268,0
1232,EPH2834,4,415,191,228,4,8,4,9,187,187
1233,EPI3052,124,1364,119,1369,116,837,112,840,5,5
1234,EPM3878,0,356,0,356,0,1,0,1,0,0
1235,EPW3971,278,356,0,356,1,1,0,1,278,0
1236,EQT0195,270,356,356,0,1,1,1,0,86,356
1237,ERA0725,291,381,14,382,16,4,14,5,277,1
1238,ERC1840,19,337,0,356,1,1,0,1,19,19
1239,ERD1235,44,369,45,368,42,14,43,13,1,1
1240,ERF2472,436,13,78,371,74,13,71,16,358,358
1241,ERG3905,302,360,17,362,20,5,17,7,285,2
1242,ERH0815,49,368,52,365,46,13,49,10,3,3
1243,ERO2454,0,356,356,0,0,1,1,0,356,356
1244,ESB2629,278,356,186,170,1,1,1,1,92,186
1245,ESB2888,0,356,0,356,0,1,0,1,0,0
1246,ESH1283,382,374,298,181,89,19,92,16,84,193
1247,ESH2077,306,359,223,165,28,4,28,4,83,194
1248,ESN2683,0,356,0,356,0,1,0,1,0,0
1249,ESS3318,105,372,108,369,91,16,95,13,3,3
1250,ESS3341,380,374,95,378,88,19,83,22,285,4
1251,ETA0791,0,356,0,356,0,1,0,1,0,0
1252,ETB0828,0,356,0,356,0,1,0,1,0,0
1253,ETB0950,286,356,362,0,7,1,7,0,76,356
1254,ETG2821,297,359,11,360,13,4,11,5,286,1
1255,ETM2542,0,356,0,356,0,1,0,1,0,0
1256,EUC1051,382,1393,98,1396,100,871,96,873,284,3
1257,EUH0257,0,356,0,356,0,1,0,1,0,0
1258,EUV1842,357,278,0,356,1,1,0,1,357,78
1259,EVF1722,0,356,0,356,0,1,0,1,0,0
1260,EVO1522,0,356,356,0,0,1,1,0,356,356
1261,EWA1486,0,356,356,0,0,1,1,0,356,356
1262,EYD2871,302,398,211,207,20,3,21,2,91,191
1263,EZB3892,271,356,0,356,1,1,0,1,271,0
1264,EZP3568,285,358,356,0,1,1,1,0,71,358
1265,FAD3114,0,356,356,0,0,1,1,0,356,356
1266,FAH1566,0,356,0,356,0,1,0,1,0,0
1267,FAH1851,0,356,0,356,0,1,0,1,0,0
1268,FAJ0523,280,396,356,40,1,1,1,1,76,356
1269,FAJ3101,275,356,356,0,1,1,1,0,81,356
1270,FAJ3608,21,408,308,121,21,6,22,6,287,287
1271,FAL1867,277,355,356,0,1,1,1,0,79,355
1272,FAP0199,26,385,385,26,26,30,30,26,359,359
1273,FAR2869,0,356,190,166,0,1,1,1,190,190
1274,FAW1969,303,369,21,370,22,14,20,15,282,1
1275,FBD2277,0,356,33,323,0,1,1,1,33,33
1276,FBM2755,0,356,356,0,0,1,1,0,356,356
1277,FBM3728,0,356,0,356,0,1,0,1,0,0
1278,FBY1064,26,330,0,356,1,1,0,1,26,26
1279,FCB0563,0,356,0,356,0,1,0,1,0,0
1280,FCE0695,0,356,356,0,0,1,1,0,356,356
1281,FCK3307,0,356,0,356,0,1,0,1,0,0
1282,FCM2190,292,359,369,3,14,4,14,3,77,356
1283,FCM3792,0,356,0,356,0,1,0,1,0,0
1284,FCM3926,0,356,356,0,0,1,1,0,356,356
1285,FCS1128,355,373,443,11,72,17,78,11,88,362
1286,FCS2824,355,416,265,207,67,32,71,28,90,209
1287,FCY1157,0,356,0,356,0,1,0,1,0,0
1288,FCY1819,0,356,0,356,0,1,0,1,0,0
1289,FDD1052,92,1333,89,1336,90,876,87,878,3,3
1290,FDD3893,314,415,47,415,46,12,45,11,267,0
1291,FDF2135,99,126,123,18,20,8,22,6,24,108
1292,FDF3743,373,390,88,391,85,34,81,36,285,1
1293,FDH0299,191,175,0,366,1,1,0,1,191,191
1294,FDM1933,0,356,356,0,0,1,1,0,356,356
1295,FDS0810,274,356,0,356,1,1,0,1,274,0
1296,FDT0213,281,356,0,356,1,1,0,1,281,0
1297,FDV1224,0,429,0,429,0,1,0,1,0,0
1298,FES3442,0,356,0,356,0,1,0,1,0,0
1299,FFP2270,302,383,19,373,20,2,19,2,283,10
1300,FFP3169,3,353,61,295,1,1,1,1,58,58
1301,FGC0114,300,498,375,87,11,33,12,32,75,411
1302,FGG3666,0,356,0,356,0,1,0,1,0,0
1303,FGH1958,0,356,0,356,0,1,0,1,0,0
1304,FGK1026,181,175,0,356,1,1,0,1,181,181
1305,FGN0375,0,356,191,165,0,1,1,1,191,191
1306,FGS3275,0,356,0,356,0,1,0,1,0,0
1307,FHA3387,496,377,17,478,18,10,16,11,479,101
1308,FHM2067,354,400,82,390,71,45,79,35,272,10
1309,FJA1848,54,308,0,362,1,1,0,1,54,54
1310,FJC2198,0,356,356,0,0,1,1,0,356,356
1311,FJO1828,329,427,55,430,56,11,52,14,274,3
1312,FKA0393,0,356,356,0,0,1,1,0,356,356
1313,FKD2779,267,356,0,356,1,1,0,1,267,0
1314,FKH0804,180,176,0,356,1,1,0,1,180,180
1315,FKJ1521,0,356,356,0,0,1,1,0,356,356
1316,FKM1622,279,366,359,4,1,1,1,1,80,362
1317,FKR3316,0,356,0,356,0,1,0,1,0,0
1318,FKS0094,277,356,0,356,1,1,0,1,277,0
1319,FLS0231,0,356,0,356,0,1,0,1,0,0
1320,FMC1002,0,356,0,356,0,1,0,1,0,0
1321,FMN0013,0,356,0,356,0,1,0,1,0,0
1322,FMR0920,222,201,174,94,63,7,67,3,48,107
1323,FMS3285,265,356,0,356,1,1,0,1,265,0
1324,FMT2152,0,356,356,0,0,1,1,0,356,356
1325,FNB1512,0,345,345,0,0,1,1,0,345,345
1326,FNM1482,0,356,356,0,0,1,1,0,356,356
1327,FNM2124,0,356,356,0,0,1,1,0,356,356
1328,FNR0635,356,0,0,356,1,0,0,1,356,356
1329,FNW3564,169,254,234,12,1,1,1,1,65,242
1330,FPL3129,0,356,356,0,0,1,1,0,356,356
1331,FPM2074,279,356,189,167,1,1,1,1,90,189
1332,FPV3755,346,372,65,371,63,17,63,16,281,1
1333,FQG2974,0,356,356,0,0,1,1,0,356,356
1334,FQL3629,0,356,356,0,0,1,1,0,356,356
1335,FRB3653,305,365,16,363,15,10,16,8,289,2
1336,FRG1576,344,390,67,389,62,33,62,33,277,1
1337,FRM3431,0,356,38,318,0,1,1,1,38,38
1338,FSM0056,296,364,376,5,18,9,21,5,80,359
1339,FSP0703,282,356,356,0,1,1,1,0,74,356
1340,FTF1665,0,356,0,356,0,1,0,1,0,0
1341,FTS0246,291,388,371,31,15,3,16,2,80,357
1342,FVK1623,0,356,356,0,0,1,1,0,356,356
1343,FVR0881,362,403,86,387,82,13,79,14,276,16
1344,FXD3105,375,384,462,16,85,29,96,16,87,368
1345,FYP1187,310,375,356,51,1,1,1,1,46,324
1346,FZB3046,400,1394,121,1399,127,901,121,905,279,5
1347,FZM0318,192,213,33,213,33,9,32,9,159,0
1348,FZS0969,0,356,356,0,0,1,1,0,356,356
1349,FZW2101,0,356,0,356,0,1,0,1,0,0
1350,GAA3681,1,355,356,0,1,1,1,0,355,355
1351,GAB1206,0,356,0,356,0,1,0,1,0,0
1352,GAB1885,0,356,356,0,0,1,1,0,356,356
1353,GAB3758,293,416,5,420,10,17,5,21,288,4
1354,GAC2529,0,356,356,0,0,1,1,0,356,356
1355,GAF2480,636,103,0,429,1,1,0,1,636,326
1356,GAH0525,352,510,426,91,60,22,62,20,74,419
1357,GAH1760,85,1282,433,934,82,813,75,819,348,348
1358,GAN1584,345,428,421,69,60,20,62,18,76,359
1359,GAP0715,346,387,68,387,69,27,64,31,278,0
1360,GAW0808,0,356,0,356,0,1,0,1,0,0
1361,GBB3816,287,356,0,356,1,1,0,1,287,0
1362,GBC0907,360,402,272,206,70,13,73,7,88,196
1363,GBH1126,268,356,356,0,1,1,1,0,88,356
1364,GBJ3604,0,356,356,0,0,1,1,0,356,356
1365,GCB0201,0,356,356,0,0,1,1,0,356,356
1366,GCD1189,282,354,356,0,1,1,1,0,74,354
1367,GCH0735,0,356,356,0,0,1,1,0,356,356
1368,GCJ0831,0,219,0,219,0,1,0,1,0,0
1369,GCK2071,0,356,0,356,0,1,0,1,0,0
1370,GCL1782,285,355,0,356,1,1,0,1,285,1
1371,GCM0813,0,356,0,356,0,1,0,1,0,0
1372,GCM1580,0,22,0,22,0,1,0,1,0,0
1373,GCN1743,38,414,233,221,36,10,39,7,195,193
1374,GCP2425,384,1340,282,1160,98,868,92,872,102,180
1375,GCR2597,11,344,0,356,1,1,0,1,11,12
1376,GCS2218,269,360,0,356,1,1,0,1,269,4
1377,GCT3750,0,356,0,356,0,1,0,1,0,0
1378,GDB2960,195,161,0,356,1,1,0,1,195,195
1379,GDF3524,0,30,30,0,0,1,1,0,30,30
1380,GDG2354,9,347,0,356,1,1,0,1,9,9
1381,GDH0108,1,355,0,356,1,1,0,1,1,1
1382,GDH2500,346,559,61,521,54,28,57,25,285,38
1383,GDH3546,0,356,0,356,0,1,0,1,0,0
1384,GDM3835,0,356,0,356,0,1,0,1,0,0
1385,GDM3960,350,683,52,571,48,54,47,51,298,112
1386,GDP1856,0,356,356,0,0,1,1,0,356,356
1387,GDR1066,19,337,0,356,1,1,0,1,19,19
1388,GDS3165,0,356,192,164,0,1,1,1,192,192
1389,GDY2724,360,448,77,440,66,29,69,23,283,8
1390,GEB3079,0,356,0,356,0,1,0,1,0,0
1391,GEB3975,277,356,0,356,1,1,0,1,277,0
1392,GEG2093,8,414,6,416,8,11,6,13,2,2
1393,GEH0420,0,356,356,0,0,1,1,0,356,356
1394,GEH3406,486,173,22,361,25,4,22,6,464,188
1395,GEK3441,0,356,0,356,0,1,0,1,0,0
1396,GER1997,289,411,15,405,16,4,15,4,274,6
1397,GES2626,282,619,190,309,1,1,1,1,92,310
1398,GFB1385,360,389,458,20,82,34,93,20,98,369
1399,GFJ2582,387,408,107,407,92,26,90,26,280,1
1400,GFK3498,67,391,70,388,63,23,65,21,3,3
1401,GFP2144,0,356,356,0,0,1,1,0,356,356
1402,GFV3163,0,356,181,175,0,1,1,1,181,181
1403,GGB3663,0,355,0,356,0,1,0,1,0,1
1404,GGH1726,0,356,189,167,0,1,1,1,189,189
1405,GGM3737,349,460,77,463,77,41,70,46,272,3
1406,GHD1450,453,251,0,430,1,1,0,1,453,179
1407,GHM3953,0,356,199,157,0,1,1,1,199,199
1408,GHT3177,10,346,48,308,1,1,1,1,38,38
1409,GIB0207,0,356,0,356,0,1,0,1,0,0
1410,GIH0882,294,381,18,379,12,4,12,4,276,2
1411,GIM0786,0,356,0,356,0,1,0,1,0,0
1412,GIS1668,0,356,0,356,0,1,0,1,0,0
1413,GIT2266,273,356,0,356,1,1,0,1,273,0
1414,GJB0850,197,159,0,356,1,1,0,1,197,197
1415,GJB2659,294,360,223,156,20,5,23,2,71,204
1416,GJD1141,282,356,356,0,1,1,1,0,74,356
1417,GJG0170,0,356,192,164,0,1,1,1,192,192
1418,GJG0852,280,363,356,7,1,1,1,1,76,356
1419,GJG1087,287,342,0,356,1,1,0,1,287,14
1420,GJM0065,352,0,8,196,9,0,8,1,344,196
1421,GJM0838,194,162,0,356,1,1,0,1,194,194
1422,GJM2800,269,437,0,437,1,1,0,1,269,0
1423,GJO3614,0,356,356,0,0,1,1,0,356,356
1424,GJS0160,356,648,80,563,75,87,73,87,276,85
1425,GJS0494,0,356,0,356,0,1,0,1,0,0
1426,GJS3352,86,383,91,378,78,26,82,21,5,5
1427,GJT1292,0,356,178,178,0,1,1,1,178,178
1428,GKA3690,0,356,356,0,0,1,1,0,356,356
1429,GKB1150,0,242,242,0,0,1,1,0,242,242
1430,GKB2807,276,356,0,356,1,1,0,1,276,0
1431,GKG2763,0,356,356,0,0,1,1,0,356,356
1432,GKG3414,403,450,120,421,100,25,100,25,283,29
1433,GKH1634,0,356,356,0,0,1,1,0,356,356
1434,GKK2422,285,356,356,0,1,1,1,0,71,356
1435,GKL0006,338,586,415,154,48,15,49,14,77,432
1436,GKL1516,0,356,356,0,0,1,1,0,356,356
1437,GKN0168,0,356,356,0,0,1,1,0,356,356
1438,GKW2306,0,356,356,0,0,1,1,0,356,356
1439,GLB0419,0,356,356,0,0,1,1,0,356,356
1440,GLC3495,31,325,0,356,1,1,0,1,31,31
1441,GLF0226,0,356,356,0,0,1,1,0,356,356
1442,GLG1573,96,120,17,120,17,16,16,16,79,0
1443,GLM3106,0,356,356,0,0,1,1,0,356,356
1444,GLM3450,0,356,0,356,0,1,0,1,0,0
1445,GLN2107,298,362,15,362,16,7,15,7,283,0
1446,GLR3888,0,356,0,356,0,1,0,1,0,0
1447,GLS1193,0,356,356,0,0,1,1,0,356,356
1448,GMA1698,273,356,0,356,1,1,0,1,273,0
1449,GMB3703,0,441,356,85,0,1,1,1,356,356
1450,GMC0953,1,355,356,0,1,1,1,0,355,355
1451,GMC1209,220,232,38,234,36,16,34,18,182,2
1452,GMF1213,295,359,16,358,16,4,16,3,279,1
1453,GMH2027,0,336,0,336,0,1,0,1,0,0
1454,GMI1134,365,409,446,45,74,16,82,8,81,364
1455,GMK1449,469,163,0,356,1,1,0,1,469,193
1456,GMM0224,356,368,450,4,76,13,82,4,94,364
1457,GMY3938,0,268,149,119,0,1,1,1,149,149
1458,GNA0183,0,356,192,164,0,1,1,1,192,192
1459,GNB3337,38,68,0,58,1,1,0,1,38,10
1460,GNC2237,266,356,356,0,1,1,1,0,90,356
1461,GND1618,342,369,427,9,63,14,65,9,85,360
1462,GNE1365,313,560,24,500,22,26,22,25,289,60
1463,GNG2362,0,355,0,356,0,1,0,1,0,1
1464,GNG2812,0,355,0,356,0,1,0,1,0,1
1465,GNH1735,0,356,2,354,0,1,1,1,2,2
1466,GNT0221,282,429,8,402,9,5,8,5,274,27
